artista,musica,tempo,data
N.W.A.,Alwayz Into Somethin',28099,2021-07-15 19:44:00
Don L,Depois das Três,1751,2021-07-15 19:47:00
Rashid,E Se,891,2021-07-15 19:47:00
Sabotage,Um Bom Lugar,442,2021-07-15 19:47:00
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),1042,2021-07-15 19:47:00
PAPATRACKS,Jogando pra Tropa (Papatracks #5),3458,2021-07-15 19:47:00
Djonga,Easy Money,1864,2021-07-15 19:47:00
Racionais MC's,Você Me Deve,156089,2021-07-15 19:47:00
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),14495,2021-07-15 19:47:00
Sest,Suíte 14 (feat. Djonga),2220,2021-07-15 19:47:00
Don L,Eu Não Te Amo,255140,2021-07-15 19:51:00
Sant,Entre Becos e Vielas,1936,2021-07-15 19:51:00
Lil Tecca,NEVER LEFT,804,2021-07-15 19:51:00
Dexter,Eu Sô Função,177,2021-07-15 19:52:00
Um Barril de Rap,Resgate do Soldado Brownie,166660,2021-07-15 19:54:00
CHS,Ponteiros,10718,2021-07-15 19:54:00
Djonga,Xapralá,2655,2021-07-15 19:55:00
Baco Exu do Blues,Esú,1720,2021-07-15 19:55:00
Renan Inquérito,Meu Super Herói,2013,2021-07-15 19:55:00
Baco Exu do Blues,Esú,248000,2021-07-15 19:59:00
Djonga,Xapralá,228631,2021-07-15 20:03:00
Racionais MC's,Da Ponte pra Cá,86724,2021-07-15 20:04:00
Criolo,Lion Man,205440,2021-07-15 20:07:00
Black Alien,Chuck Berry,170627,2021-07-15 20:10:00
"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572,2021-07-15 20:12:00
Filipe Ret,Não Desista Agora,114423,2021-07-15 20:14:00
Racionais MC's,"Vida Loka, Pt. 2 (Ao Vivo)",2486,2021-07-22 22:48:00
Filipe Ret,Não Desista Agora,37806,2021-07-22 22:48:00
Black Alien,Aniversário de Sobriedade,14592,2021-07-22 22:48:00
Rincon Sapiência,Cotidiano,172727,2021-07-22 22:51:00
Renan Inquérito,Versos Vegetarianos,212426,2021-07-22 22:54:00
Young Stoner Life,Solid (feat. Drake),215693,2021-07-22 22:58:00
N.W.A.,Alwayz Into Somethin',49632,2021-07-22 22:59:00
Um Barril de Rap,Resgate do Soldado Brownie,2077,2021-07-22 22:59:00
Baco Exu do Blues,Esú,248000,2021-07-22 23:03:00
Kamau,Só,201280,2021-07-22 23:06:00
DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),32341,2021-07-22 23:07:00
Kant,Inferno de Kant,1524,2021-07-22 23:07:00
Racionais MC's,Diário de um Detento,330,2021-07-22 23:07:00
Sest,Suíte 14 (feat. Djonga),8347,2021-07-22 23:07:00
Criolo,Tô Pra Ver,0,2021-07-22 23:07:00
Emicida,Triunfo (A Rua É Nóiz),2586,2021-07-22 23:07:00
Marcelo D2,ROMPEU O COURO.,11816,2021-07-22 23:08:00
Rodrigo Ogi,Profissão Perigo,168698,2021-07-22 23:10:00
Black Alien,Babylon By Gus,1089,2021-07-22 23:11:00
Djonga,Eu,56603,2021-07-22 23:11:00
Filipe Ret,Jamais Serão,243716,2021-07-22 23:15:00
Sabotage,Canão Foi Tão Bom,1867,2021-07-22 23:19:00
Mc Marechal,Primeiro de Abril,229042,2021-07-22 23:19:00
BK,Castelos & Ruínas,2687,2021-07-22 23:19:00
Sabotage,Canão Foi Tão Bom,37618,2021-07-22 23:20:00
BK,Castelos & Ruínas,21545,2021-07-22 23:20:00
Sabotage,Canão Foi Tão Bom,9018,2021-07-22 23:21:00
Major RD,60K,8170,2021-07-22 23:25:00
Racionais MC's,"Vida Loka, Pt. 1",18552,2021-07-22 23:25:00
BK,Castelos & Ruínas,249490,2021-07-22 23:25:00
Alaska,Hannah,187758,2021-07-22 23:28:00
Tasha & Tracie,Salve,41543,2021-07-22 23:32:00
Big Bllakk,Sirenes,198019,2021-07-22 23:32:00
Yago Oproprio,Nômade V,79695,2021-07-22 23:34:00
Marcelo D2,4:20,96234,2021-07-22 23:35:00
Mac Júlia,"Sofa, Breja e Netflix",1919,2021-07-22 23:38:00
Black Alien,Sangue de Free,5292,2021-07-22 23:38:00
L7NNON,Faça valer,2717,2021-07-22 23:38:00
Febem,ESSE É MEU ESTILO (feat. Akira Presidente & BK),167416,2021-07-22 23:38:00
Costa Gold,O Pai Tá On,513,2021-07-22 23:38:00
Marcelo D2,Eu Tiro É Onda - Remix,2303,2021-07-22 23:39:00
KayBlack,Vivências,3430,2021-07-23 11:18:00
Filipe Ret,Asfalto do Catete,2126,2021-07-23 11:18:00
Pop Smoke,Good News,4597,2021-07-23 11:18:00
Don L,"Morra Bem, Viva Rápido",47370,2021-07-23 12:50:00
MC Maneirinho,Debochando da Mídia,2205,2021-07-23 14:54:00
MC Caverinha,212 Vip,849,2021-07-23 14:54:00
RZO,"Pirituba, Pt. 2",1275,2021-07-23 14:54:00
Costa Gold,04: 25,1319,2021-07-23 14:54:00
Black Alien,Real Gold,2263,2021-07-23 14:54:00
Nill,Control,5982,2021-07-23 14:54:00
Marcelo D2,Eu Tiro É Onda - Remix,48119,2021-07-23 14:54:00
Kamau,Nada... De Novo,7975,2021-07-23 14:54:00
Síntese,Se Escute,2261,2021-07-23 14:54:00
SNJ,Pensamentos,1520,2021-07-23 14:54:00
Instituto,Dama Tereza,20868,2021-07-23 14:55:00
Orochi,Fiquei Rico Cedo,1661,2021-07-23 14:55:00
Febem,YIN YANG,2419,2021-07-23 14:55:00
Froid,Fica Bem,264040,2021-07-23 14:59:00
Kyan,Versão Chave Djokovic,33266,2021-07-23 15:00:00
Fabio Brazza,Estopim,284700,2021-07-23 15:04:00
